1;Dramat;;;;;;
2;Wojenny;;;;;;
3;Gangsterski;;;;;;
4;Komedia;;;;;;
5;Thriller;;;;;;
6;Sci-Fi;;;;;;
7;Horror;;;;;;
8;Western;;;;;;
9;Krymina³;;;;;;
10;Akcja;;;;;;
11;Romans;;;;;;
12;Fantasy;;;;;;
13;Przygodowy;;;;;;
;;;;;;;
;;;;;;;
